Card Name
Venusaur EX (Mythical Collection)
Venusaur EX
Venusaur EX
Umbreon
Tyrantrum EX
Tyranitar (Staff Prerelease)
Tyranitar (Prerelease)
Trevor (Battle Arena Decks)
Trevenant (Staff Prerelease)
Trevenant (Prerelease)
Trevenant
Treecko
Torchic
Sylveon
Swampert EX
Snorlax - XY179
Slurpuff
Skiddo
Shiftry
Shaymin EX
Shaymin - XY188
Shaymin - XY115
Sharpedo Spirit Link
Sceptile EX
Salamence EX - XY170
Salamence Spirit Link
Salamence - XY59
Sableye - XY92
Reshiram (Full Art Promo)
Regirock - XY49
Regigigas (Full Art Promo)
Rayquaza EX (XY73)
Rayquaza EX (Shiny)
Rayquaza EX - XY66
Rayquaza - XY141
Rayquaza
Pyroar
Pikachu EX - XY84
Pikachu EX - XY174
Pikachu EX - XY124
Pikachu (Collector Chest)
Pikachu - XY202 (League Promo)
Pikachu
Pansear
Pangoro
Palkia (Full Art Promo)
Noctowl BREAK
Mudkip
Moltres (Staff Prerelease)
Moltres (Prerelease)
Mewtwo EX - XY183
Mewtwo EX - XY125
Mewtwo EX - XY107
Mewtwo (XY Evolutions Staff Prerelease)
Mewtwo (XY Evolutions Prerelease)
Mewtwo - XY101
Mewtwo - XY100
Mew EX - XY126
Mew - XY192
Mew - XY110
Metagross EX (Shiny)
Meowstic
Meloetta - XY193
Meloetta - XY120
Mawile Spirit Link
Mawile EX
Mandibuzz BREAK
Manaphy - XY190
Manaphy
Malamar
Magikarp
Magearna EX
Magearna - XY186
Magearna - XY165
Machamp EX
Machamp (XY Furious Fists Staff Prerelease)
Machamp (XY Furious Fists Prerelease)
Machamp (XY Evolutions Staff Prerelease)
Machamp (XY Evolutions Prerelease)
M Swampert EX
M Sharpedo EX - XY200
M Salamence EX - XY171
M Metagross EX (Shiny)
M Mawile EX
M Gengar EX
M Garchomp EX - XY168
M Diancie EX
M Camerupt EX - XY198
M Blaziken EX
M Beedrill EX
M Aerodactyl EX
M Absol EX
Lugia
Lucario Spirit Link
Lucario - XY140
Latios EX
Latios (Full Art Promo)
Latios
Latias (Full Art Promo)
Kyogre EX
Kyogre
Krookodile EX
Kingdra (Staff Prerelease)
Kingdra (Prerelease)
Keldeo - XY191
Keldeo - XY118
Karen
Jirachi - XY67
Jirachi - XY195
Jirachi - XY112
Hoopa EX (Collection Promo)
Hoopa EX
Hoopa (XY Steam Siege Staff Prerelease)
Hoopa (XY Steam Siege Prerelease)
Hoopa (Collector Chest)
Ho-Oh BREAK
Ho-Oh
Honedge - XY12
Heliolisk
Gym Badge (Sabrina)
Gym Badge (Misty)
Gym Badge (Lt. Surge)
Gym Badge (Koga)
Gym Badge (Giovanni)
Gym Badge (Erika)
Gym Badge (Brock)
Gym Badge (Blaine)
Gyarados EX
Gyarados (XY Evolutions Staff Prerelease)
Gyarados (XY Evolutions Prerelease)
Gyarados (Staff Prerelease)
Gyarados (Prerelease)
Gyarados - XY109
Groudon EX
Groudon
Greninja EX
Greninja - XY162
Greninja
Gogoat
Giratina - XY184
Genesect - XY196
Genesect
Gastly
Garchomp Spirit Link
Garchomp EX - XY167
Garchomp EX
Gallade EX
Froakie
Froakie
Flygon EX
Floette
Fennekin
Fearow
Empoleon BREAK
Dragonite (Cosmo Holo)
Dragalge (Prerelease)
Dragalge (Prerelease Staff)
Ditto
Diancie EX
Dialga (Full Art Promo)
Delphox EX
Darkrai - XY22
Darkrai - XY194
Darkrai - XY114
Crobat BREAK
Clawitzer (XY Steam Siege Prerelease)
Clawitzer (XY Steam Siege Staff Prerelease)
Chespin (Collector Chest)
Chespin
Chesnaught EX
Chesnaught (Staff Prerelease)
Chesnaught (Prerelease)
Charizard EX - XY29
Charizard EX - XY17
Charizard EX - XY121
Charizard (XY Evolutions Staff Prerelease)
Charizard (XY Evolutions Prerelease)
Champions Festival (2016) [Staff]
Champions Festival (2016)
Champions Festival (2016 Top Thirty-Two)
Champions Festival (2016 Top Sixteen)
Champions Festival (2016 Semi-Finalist)
Champions Festival (2016 Quarter Finalist)
Champions Festival (2016 Finalist)
Champions Festival (2016 Champion)
Champions Festival (2015) [Staff]
Champions Festival (2015 Top Thirty-Two)
Champions Festival (2015)
Champions Festival (2015 Top Sixteen)
Champions Festival (2015 Semi-Finalist)
Champions Festival (2015 Quarter Finalist)
Champions Festival (2015 Finalist)
Champions Festival (2015 Champion)
Champions Festival (2014)
Champions Festival (2014 Top Thirty-Two)
Champions Festival (2014 Top Sixteen)
Champions Festival (2014 Staff)
Champions Festival (2014 Semi-Finalist)
Champions Festival (2014 Quarter Finalist)
Champions Festival (2014 Finalist)
Champions Festival (2014 Champion)
Celebi - XY93
Celebi - XY187
Celebi
Camerupt Spirit Link
Bronzong (Staff Prerelease)
Bronzong (Prerelease)
Braixen - XY161
Blissey
Blaziken EX
Blastoise EX (EX Power Trio Tins)
Blastoise EX
Black Kyurem (Full Art Promo)
Black Kyurem - XY160
Beheeyem BREAK
Beedrill Spirit Link
Beedrill EX
Azelf
Aurorus EX
Ash-Greninja EX
Arceus (Full Art Promo)
Arceus - XY197
Arceus
Arcanine BREAK
Altaria (Staff Prerelease)
Altaria (Prerelease)
Aerodactyl Spirit Link
Aerodactyl EX
Absol EX
Absol
Zorua
Zoroark
Zekrom EX
Zekrom (115 Full Art Secret Rare)
Zekrom
Zapdos
Xatu
Woobat
White Kyurem EX
Vulpix
Virizion
Victini EX
Victini
Tympole
Trubbish
Toxicroak
Tornadus
Thundurus
Terrakion
Tepig
Tangrowth
Tangela
Swoobat
Swadloon
Swablu
Stunfisk
Spiritomb
Solosis
Solosis
Snivy
Sigilyph
Shuckle
Sewaddle
Sewaddle
Servine
Serperior
Samurott
Seismitoad
Sableye
Riolu
Reuniclus
Reshiram EX
Reshiram (114 Full Art Secret Rare)
Reshiram
Rayquaza
Ralts
Prinplup
Plusle
Piplup
Pignite
Phione
Palpitoad
Oshawott
Ninetales
Natu
Moltres
Mismagius
Misdreavus
Minun
Minccino
Mewtwo EX
Mewtwo
Meloetta
Meloetta
Magikarp
Lucario
Lugia EX (Team Plasma)
Leavanny
Landorus
Kyurem EX
Kyurem
Kirlia
Keldeo EX
Hydreigon
Gyarados
Gothorita
Gothitelle
Gothita
Gothita
Gible
Genesect
Garchomp
Garbodor
Gallade
Gabite
Excadrill EX
Energy Switch
Empoleon
Emolga
Emboar
Dwebble
Duosion
Druddigon
Double Colorless Energy
Dewott
Deino
Darkrai EX
Crustle
Crushing Hammer
Croagunk
Cobalion
Cinccino
Cherubi
Charmeleon
Charmander
Charizard
Chandelure EX
Cedric Juniper
Carnivine
Bouffalant
Black Kyurem EX
Bianca
Articuno
Altaria
Torchic
Teddiursa
Stunfisk
Snivy
Shaymin EX (Full Art)
Servine
Serperior
Reshiram (Full Art)
Ralts
Purrloin
Piplup
Pikachu
Minccino
Mew EX (Full Art)
Meloetta EX (Full Art)
Meloetta EX
Kirlia
Growlithe
Gardevoir
Emolga (Full Art)
Elesa
Eevee
Cinccino
Audino
Wartortle
Volcarona (Team Plasma)
Virizion EX (96 Full Art)
Virizion EX
Virizion (103 Secret Rare)
Uxie
Ursaring (Team Plasma)
Ultra Ball
Tynamo
Tropius
Tirtouga
Throh
Teddiursa
Surskit
Suicune
Squirtle
Solosis
Snover
Snorunt
Silver Mirror
Silver Bangle
Sigilyph
Shelmet
Shelgon
Scoop Up Cyclone
Sawk
Salamence
Root Fossil Lileep
Reversal Trigger (Team Plasma)
Reuniclus
Remoraid
Relicanth (Team Plasma)
Rare Candy (105 Secret Rare)
Rare Candy
Professor Juniper
Porygon-Z (Team Plasma)
Porygon2
Porygon
Pokemon Catcher
Plume Fossil
Plasma Energy (Team Plasma)
Palkia EX (Team Plasma) (100 Full Art)
Palkia EX (Team Plasma)
Octillery (Team Plasma)
Musharna
Munna
Mesprit
Master Ball
Masquerain (Team Plasma)
Machop
Machoke
Machamp
Machamp
Lileep
Larvesta
Lapras
Lairon
Kyurem EX
Karrablast
Kangaskhan
Jirachi EX (98 Full Art)
Jirachi EX
Iris (101 Full Art)
Iris
Houndour
Houndoom
Haxorus
Golurk
Golett
Glalie (Team Plasma)
Genesect EX (Team Plasma) (97 Full Art)
Genesect EX (Team Plasma)
Genesect
G Scope (Team Plasma)
G Booster (Team Plasma)
Froslass (Team Plasma)
Fraxure
Exeggcute (102 Secret Rare)
Escavalier (Team Plasma)
Energy Retrieval
Eelektross (Team Plasma)
Eelektrik
Dusknoir (104 Secret Rare)
Duosion
Ducklett
Druddigon
Drifloon
Drifblim
Dialga EX (Team Plasma) (99 Full Art)
Dialga EX (Team Plasma)
Cradily
Cover Fossil
Chatot (Team Plasma)
Carracosta
Caitlin
Blastoise
Bagon
Azelf
Axew
Aron
Archeops
Archen
Aggron
Accelgor (Team Plasma)
Abomasnow
Yamask
Yamask
Wooper
Weedle
Weavile (Team Plasma)
Voltorb
Vaporeon (Team Plasma)
Vanilluxe (Team Plasma)
Vanillite
Vanillish
Umbreon (Team Plasma)
Ultra Ball
Tympole
Treecko
Tornadus EX (Team Plasma) (114 Full Art)
Tornadus EX (Team Plasma)
Thundurus EX (Team Plasma) (110 Full Art)
Thundurus EX (Team Plasma)
Team Plasma Ball (Team Plasma)
Team Plasma Badge (Team Plasma)
Superior Energy Retrieval
Steelix (Team Plasma)
Starly
Staravia
Staraptor
Sneasel
Sigilyph
Shadow Triad (Team Plasma)
Seismitoad (Team Plasma)
Seadra
Sceptile
Sandile
Sableye (Team Plasma)
Rock Guard
Reshiram
Rattata
Raticate (Team Plasma)
Quagsire
Primeape
Plasma Energy (Team Plasma)
Pawniard
Pawniard
Professor Juniper (116 Full Art)
Palpitoad
Pachirisu
Onix
Noctowl
Nidorino
Nidorina
Nidoran M
Nidoran F
Nidoqueen
Nidoking
Muk (Team Plasma)
Mr. Mime
Miltank
Metang
Metagross (Team Plasma)
Max Potion (121 Secret Rare)
Mawile
Mankey
Makuhita
Litwick
Life Dew
Leafeon (Team Plasma)
Latios EX (113 Full Art)
Latios EX
Latias EX (112 Full Art)
Latias EX
Lanturn
Kyurem (Team Plasma)
Lampent
Krookodile (Team Plasma)
Krokorok
Kingdra
Kecleon
Kakuna
Jolteon (Team Plasma)
Hydreigon (Team Plasma)
Horsea
Hoothoot
Heatran EX (Team Plasma) (Full Art)
Heatran EX (Team Plasma)
Hariyama
Grovyle
Grimer
Glaceon (Team Plasma)
Ghetsis (Team Plasma) (Full Art)
Ghetsis (Team Plasma)
Garchomp (120 Secret Rare)
Garbodor (119 Secret Rare)
Frozen City (Team Plasma)
Float Stone
Flareon (Team Plasma)
Exeggutor
Exeggcute
Espeon (Team Plasma)
Empoleon (117 Secret Rare)
Electrode
Eevee
Eevee
Dratini
Dragonite
Dragonair
Deoxys EX (Team Plasma) (Full Art)
Deoxys EX (Team Plasma)
Deino
Deino
Cryogonal (Team Plasma)
Cofagrigus (Team Plasma)
Cofagrigus (Team Plasma)
Chinchou
Chandelure (Team Plasma)
Cacnea
Cacturne
Chandelure (BW Plasma Freeze)
Bisharp (Team Plasma)
Bisharp (Team Plasma)
Beldum
Beedrill
Absol (Team Plasma)
Zubat (53)
Zubat (52)
Zapdos EX (Team Plasma)
White Kyurem EX
Whismur
Weezing (Team Plasma)
Watchog (Team Plasma)
Watchog (Team Plasma)
Virbank City Gym
Victory Piece
Victini EX (131 Full Art)
Victini EX
Vespiquen
Vanilluxe
Vanillite
Vanillish
Turtwig
Trubbish
Trubbish
Trubbish
Torterra (Team Plasma)
Togetic
Togepi
Togekiss
Timburr
Team Plasma Grunt (Team Plasma)
Swinub
Swadloon
Squirtle
Solrock
Snorlax (Team Plasma)
Skitty
Skarmory (Team Plasma)
Simisear
Sharpedo (Team Plasma)
Sewaddle
Scramble Switch
Scraggy
Scrafty (Team Plasma)
Rufflet
Rotom (Team Plasma)
Riolu
Riolu
Random Receiver
Ralts
Purrloin
Purrloin
Plasma Frigate (Team Plasma)
Plasma Energy (Team Plasma)
Piloswine
Phanpy
Patrat
Patrat
Pansear
Monferno
Moltres EX (Team Plasma)
Maractus
Manaphy
Mamoswine
Magnezone (Team Plasma)
Magnezone
Magneton
Magneton
Magnemite
Magnemite
Lunatone
Lugia EX (Team Plasma) (134 Full Art)
Lugia EX (Team Plasma)
Ludicolo
Lucario
Lucario
Loudred
Lotad
Lombre
Litwick
Liepard (Team Plasma)
Leavanny
Lampent
Koffing
Koffing
Klinklang (Team Plasma)
Klink
Klang
Kirlia
Joltik
Jellicent (Team Plasma)
Infernape (Team Plasma)
Hypnotoxic Laser (Team Plasma)
Heatmor
Gurdurr
Grotle
Golbat
Giratina (Team Plasma)
Garbodor (Team Plasma)
Garbodor (Team Plasma)
Galvantula
Gallade
Frillish
Foongus
Exploud
Eviolite
Ether
Escape Rope
Elgyem (69)
Elgyem (68)
Durant (Team Plasma)
Durant (Team Plasma)
Druddigon (Team Plasma)
Dowsing Machine
Donphan
Doduo
Dodrio
Cubchoo
Crobat (Team Plasma)
Conkeldurr
Combee
Colress Machine (Team Plasma)
Colress (Team Plasma) (135 Full Art)
Colress (Team Plasma)
Cobalion EX (133 Full Art)
Cobalion EX
Clefairy
Clefable
Chimchar
Cherubi
Cherrim
Charizard
Carvanha
Braviary
Bouffalant (Team Plasma)
Blastoise
Black Kyurem EX
Bicycle
Beheeyem (Team Plasma)
Beartic (Team Plasma)
Articuno EX (Team Plasma) (132 Full Art)
Articuno EX (Team Plasma)
Woobat
Wobbuffet
White Kyurem EX (146 Full Art)
White Kyurem EX
White Kyurem
Whirlipede
Whimsicott
Watchog
Wartortle
Vullaby
Voltorb
Vileplume
Victini
Vibrava
Venipede
Unfezant
Trapinch
Tranquill
Toxicroak
Town Map
Togepi
Terrakion
Tepig
Tangrowth
Tangela
Taillow
Swoobat
Switch
Swanna
Stoutland
Squirtle
Spoink
Spinda
Snorlax
Snivy
Skyla (149 Full Art)
Skyla
Skitty
Skarmory
Skarmory
Shaymin
Servine
Serperior
Scyther
Scolipede
Scizor
Sandslash
Sandshrew
Samurott
Rocky Helmet (Secret)
Rocky Helmet
Rattata
Raticate
Purrloin
Psyduck
Psyduck
Potion
Poke Ball
Pikachu
Pignite
Pidove
Petilil
Patrat
Oshawott
Oddish
Numel
Musharna
Munna
Mienshao
Mienfoo
Mienfoo
Meowth
Meloetta
Marill
Mandibuzz
Makuhita
Lopunny
Lillipup
Lilligant
Liepard
Landorus EX (144 Full Art)
Landorus EX
Klink
Keldeo EX (142 Full Art)
Keldeo EX
Keldeo
Keldeo
Jellicent
Hugh
Herdier
Heracross
Grumpig
Great Ball
Gothorita
Gothita
Golurk
Golduck
Golduck
Gold Potion
Gloom
Gliscor
Gligar
Frillish
Flygon
Farfetch'd
Energy Search
Emboar
Electrode
Electivire
Electabuzz
Dwebble
Duskull
Dusknoir
Dusclops
Dunsparce
Ducklett
Ditto
Dewott
Delibird
Delcatty
Darumaka
Darmanitan
Crystal Wall
Crystal Edge
Cryogonal
Crustle
Croagunk
Croagunk
Cresselia EX (143 Full Art)
Cresselia EX
Cottonee
Computer Search
Chinchou
Cheren (148 Full Art)
Charmeleon
Charmander
Charizard
Celebi EX (141 Full Art)
Celebi EX
Camerupt
Buneary
Blitzle
Blastoise
Black Kyurem EX (145 Full Art)
Black Kyurem EX
Black Kyurem
Bianca (147 Full Art)
Bellossom
Azumarill
Audino
Aspertia City Gym
Altaria
Zweilous
Yanmega
Yanma
Wurmple
Walrein
Wailord
Wailmer
Vulpix
Vigoroth
Tympole
Trubbish
Tool Scrapper
Throh
Terrakion EX (121 Full Art)
Terrakion EX
Swablu
Swablu
Stunky
Stunfisk
Spheal
Slakoth
Slaking
Skuntank
Skiploom
Silcoon
Sigilyph (Battle Arena Decks)
Sigilyph
Shedinja
Serperior
Seismitoad
Sealeo
Sawk
Rufflet
Roserade
Roserade
Roselia (13)
Roselia (12)
Roggenrola
Reuniclus
Rescue Scarf
Registeel EX (122 Full Art)
Registeel EX
Rayquaza EX (123 Full Art)
Rayquaza EX
Rayquaza
Probopass
Palpitoad
Nosepass
Ninjask
Ninetales
Nincada
Murkrow
Minccino
Milotic
Mew EX (120 Full Art)
Mew EX
Marowak
Mareep
Maractus
Manectric
Manectric
Magmortar
Magmar
Magikarp
Lairon
Krookodile
Jumpluff
Hydreigon (Shattered Holo)
Hydreigon
Hydreigon
Houndour
Houndoom
Hoppip
Ho-Oh Ex (119 Full Art)
Ho-Oh EX
Honchkrow
Gyarados
Gothorita
Gothitelle
Gothita
Golurk
Golett
Giratina EX (124 Full Art)
Giratina EX
Gigalith
Gible
Gible
Giant Cape
Garchomp
Garchomp
Garbodor
Gabite (89)
Gabite (88)
Foongus
Floatzel
Flaaffy
Feebas
Emolga
Electrike
Electrike
Dustox
Durant
Drifloon
Drifloon
Drifblim
Devolution Spray
Deino (94)
Deino (93)
Cubone
Claydol
Cascoon
Buizel
Braviary
Bouffalant
Boldore
Blend Energy WLFM
Blend Energy GRPD
Bidoof
Bibarel
Beautifly
Baltoy
Audino
Aron
Ampharos
Ambipom
Altaria
Alomomola
Aipom
Aggron
Zorua
Zoroark
Yamask
Woobat
Vullaby
Volcarona
Venusaur
Vaporeon
Vanillite
Vanillish
Umbreon
Umbreon
Ultra Ball
Tynamo
Tynamo
Tympole
Twist Mountain
Tornadus EX (108 Full Art)
Tornadus EX
Torkoal
Torchic
Torchic
Timburr
Swanna
Stoutland
Slowpoke
Slowking
Slowbro
Shelmet
Scyther
Scraggy
Scrafty
Sandile
Sableye
Rare Candy
Random Receiver
Raikou EX (105 Full Art)
Raikou EX
Professor Juniper
Prinplup
Pokemon Catcher (Gold)
Plusle
Piplup
Pawniard
Palpitoad
Old Amber Aerodactyl
N (Supporter)
Minun
Lillipup
Leafeon
Larvesta
Larvesta
Kyogre EX (104 Full Art)
Kyogre EX
Krookodile
Krokorok
Klinklang
Klink
Klang
Karrablast
Joltik
Joltik
Jolteon
Ivysaur
Hooligans Jim & Cas
Herdier
Heatmor
Haxorus
Gurdurr
Groudon EX (106 Full Art)
Groudon EX
Glaceon
Gardevoir
Galvantula
Flareon
Excadrill
Excadrill
Espeon
Escavalier
Entei EX (103 Full Art)
Entei EX
Enhanced Hammer
Empoleon
Eevee
Eevee
Eelektross
Eelektrik
Dwebble
Ducklett
Drilbur
Darkrai EX (107 Full Art)
Darkrai EX
Dark Patch
Dark Claw
Crustle
Combusken
Cofagrigus
Cheren
Chatot
Chansey
Chansey
Carnivine
Bulbasaur
Blissey
Blaziken
Bisharp
Bisharp
Archeops
Aerodactyl
Accelgor
Zebstrika
Yamask (45)
Yamask (44)
Xtransceiver
Volcarona
Virizion (97 Full Art)
Virizion
Victini (98 Full Art)
Victini (43)
Victini (15)
Victini (14)
Vanilluxe
Vanillite
Vanillish
Tynamo (39)
Tynamo (38)
Tympole
Trubbish
Tirtouga
Timburr
Terrakion (99 Full Art)
Terrakion
Swadloon
Super Rod
Stunfisk (68)
Stunfisk (42)
Solosis
Simisear
Shelmet
Sewaddle
Seismitoad
Rocky Helmet
Reuniclus (53)
Reuniclus (52)
Plume Fossil
Petilil
Pawniard (81)
Pawniard (75)
Pansear
Palpitoad
N (Supporter) (Full Art)
N (Supporter)
Mienshao
Mienfoo
Meowth
Litwick (58)
Litwick (57)
Lilligant
Leavanny
Larvesta (20)
Larvesta (19)
Landorus
Lampent
Kyurem
Karrablast
Jellicent
Hydreigon
Heatmor
Haxorus
Gurdurr
Golurk
Golett
Gigalith
Garbodor
Frillish
Fraxure
Foongus
Eviolite
Escavalier
Emolga
Elgyem (55)
Elgyem (54)
Eelektross
Eelektrik
Dwebble
Durant
Duosion
Druddigon
Deino
Cryogonal (33)
Cryogonal (32)
Crustle
Cover Fossil
Conkeldurr (65)
Conkeldurr (64)
Cofagrigus (47)
Cofagrigus (46)
Cobalion (100 Full Art)
Cobalion
Chandelure
Carracosta
Blitzle
Bisharp (82)
Bisharp (76)
Beheeyem
Axew
Audino
Archeops
Archen
Amoonguss
Accelgor
Zorua (#13)
Zoroark (#30 Holo)
Zoroark (#17 Non-Holo)
Watchog
Tranquill
Timburr (#29)
Timburr (#11)
Purrloin (#25)
Purrloin (#1)
Potion (#23)
Potion (#15)
Pokemon Communication (Zoroark)
Pokemon Communication (Excadrill)
PlusPower (Zoroark)
PlusPower (Excadrill)
Pidove (#21)
Pidove (#14)
Patrat (#29)
Patrat (#12)
Minccino (#4)
Minccino (#19)
Lillipup (#27)
Lillipup (#1)
Herdier
Gurdurr
Fighting Energy (#9)
Fighting Energy (#8)
Fighting Energy (#7)
Fighting Energy (#6)
Fighting Energy (#5)
Fighting Energy (#3)
Fighting Energy (#28)
Fighting Energy (#26)
Fighting Energy (#22)
Fighting Energy (#20)
Fighting Energy (#2)
Fighting Energy (#10)
Excadrill (#30 Holo)
Excadrill (#17 Non-Holo)
Energy Switch (Excadrill)
Energy Search (Zoroark)
Energy Search (Excadrill)
Energy Retrieval
Drilbur (#25)
Drilbur (#13)
Darkness Energy (#9)
Darkness Energy (#8)
Darkness Energy (#7)
Darkness Energy (#6)
Darkness Energy (#5)
Darkness Energy (#3)
Darkness Energy (#28)
Darkness Energy (#26)
Darkness Energy (#24)
Darkness Energy (#22)
Darkness Energy (#20)
Darkness Energy (#10)
Audino (#18)
Audino (#12)
Zoroark
Woobat
Whirlipede
Whimsicott
Whimsicott
Watchog
Vullaby
Virizion
Venipede
Unfezant
Tranquill
Tornadus (98 Full Art)
Tornadus
Thundurus (97 Full Art)
Thundurus
Throh
Terrakion
Swoobat
Swanna
Swadloon
Swadloon
Simisear
Simisage
Simipour
Sigilyph
Sigilyph
Sewaddle (4)
Sewaddle (3)
Scolipede
Sawsbuck
Sawk
Sandile
Rufflet
Rufflet
Roggenrola
Roggenrola
Recycle
Purrloin
Pokemon Catcher
Pidove
Petilil
Patrat
Pansear
Pansage
Panpour
Minccino
Max Potion
Mandibuzz
Lilligant
Liepard
Leavanny
Leavanny
Krookodile
Krokorok
Klinklang
Klang
Joltik
Klink
Great Ball
Gothorita
Gothorita
Gothitelle
Gothitelle
Gothita
Gothita
Gigalith
Galvantula
Ferrothorn
Ferrothorn
Ferroseed
Ferroseed
Excadrill (57)
Excadrill (56)
Emolga
Ducklett
Drilbur
Drilbur
Deerling
Darumaka
Darmanitan
Cubchoo
Cubchoo
Crushing Hammer
Cottonee
Cottonee
Cobalion
Cinccino
Cheren
Braviary
Boldore
Boldore
Bianca
Beartic
Beartic
Basculin
Basculin
Audino
Zoroark
Zekrom (114 Full Art)
Zekrom
Zebstrika
Zebstrika
Woobat
Whirlipede
Water Energy
Watchog
Vullaby
Venipede
Unfezant
Tranquill
Timburr
Timburr
Throh
Tepig (16)
Tepig (15)
Swoobat
Switch
Swanna
Super Scoop Up
Stoutland
Solosis
Snivy (2)
Snivy (1)
Simisear
Simisage
Simipour
Servine
Servine
Serperior
Serperior
Scraggy
Scrafty
Scolipede
Sawsbuck
Sawk
Sandile
Samurott
Samurott
Revive
Reuniclus
Reshiram (113 Full Art)
Reshiram
Purrloin
Psychic Energy
Professor Juniper
Potion
Pokemon Communication
Pokedex
Poke Ball
PlusPower
Pikachu
Pignite (18)
Pignite (17)
Pidove
Petilil
Patrat
Patrat
Pansear
Pansage
Panpour
Oshawott
Oshawott
Musharna
Munna
Minccino
Metal Energy (Basic)
Maractus
Maractus
Mandibuzz
Lillipup
Lillipup
Lilligant
Lightning Energy
Liepard
Krookodile
Krokorok
Klinklang
Klink
Klang
Joltik
Joltik
Herdier
Gurdurr
Grass Energy
Galvantula
Full Heal
Fire Energy
Fighting Energy
Energy Switch
Energy Search
Energy Retrieval
Emboar
Emboar
Duosion
Ducklett
Dewott
Dewott
Deerling
Darumaka
Darumaka
Darmanitan
Darkness Energy (Basic)
Cinccino
Bouffalant
Bouffalant
Blitzle
Blitzle
Basculin
Audino
Alomomola
Alomomola
Weezing
Water Energy
Vulpix
Vaporeon
Ursaring
Umbreon
Tyrogue
Typhlosion
Totodile
Teddiursa
Tangrowth
Tangela
Suicune (Shiny)
Snubbull
Snorlax
Smeargle
Slowpoke
Slowking
Skarmory
Seviper
Sage's Training
Riolu
Research Record
Relicanth
Rayquaza (Shiny)
Rayquaza
Raikou (Shiny)
Quilava
Psychic Energy
Professor Oak's New Theory
Professor Elm's Training Method
Pineco
Pidgey
Pidgeotto
Pidgeot
Phanpy
Palkia (Shiny)
Palkia
Pachirisu
Ninetales
Mr. Mime
Mismagius
Misdreavus
Mime Jr.
Metal Energy (Special)
Metal Energy (Basic)
Meganium
Mawile
Mareep
Magmortar
Magmar
Magikarp
Magby
Lugia (Shiny)
Lugia
Lucario
Lost World
Lost Remover
Lightning Energy
Leafeon
Kyogre (Shiny)
Kyogre
Koffing
Jolteon
Jirachi
Interviewer's Questions
Houndour
Houndoom
Ho-Oh (Shiny)
Ho-Oh
Hitmontop
Hitmonlee
Hitmonchan
Gyarados
Groudon (Shiny)
Groudon
Grass Energy
Granbull
Forretress
Flareon
Flaaffy
Fire Energy
Fighting Energy
